image,Pred_boxes,Target_boxes,('map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes', 'time')
267_20210726213356.jpg,3,1,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0:00:10.126548
245_20210903231809.jpg,2,2,0.202,0.505,0.0,-1.0,-1.0,0.202,0.2,0.2,0.2,-1.0,-1.0,0.2,-1.0,-1.0,0.0,0:00:10.600054
296_20210808000033.jpg,1,1,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0:00:11.067293
294_20210811004612.jpg,9,9,0.0754,0.304,0.0297,-1.0,0.0778,-1.0,0.0222,0.1444,0.1444,-1.0,0.1444,-1.0,-1.0,-1.0,0.0,0:00:11.542700
292_20210904012413.jpg,6,2,0.0252,0.1262,0.0,-1.0,-1.0,0.0252,0.0,0.1,0.1,-1.0,-1.0,0.1,-1.0,-1.0,0.0,0:00:12.019142
105_20200911142338.jpg,3,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0:00:12.472376
271_20210919223002.jpg,3,2,0.437,0.835,0.505,-1.0,-1.0,0.4535,0.4,0.45,0.45,-1.0,-1.0,0.45,-1.0,-1.0,0.0,0:00:12.939925
170_20200626030423.jpg,29,27,0.201,0.4077,0.1274,-1.0,0.1658,0.3036,0.0185,0.1778,0.3037,-1.0,0.295,0.3286,-1.0,-1.0,0.0,0:00:13.430503
266_20210722014639.jpg,5,5,0.2641,0.7921,0.104,-1.0,0.2641,-1.0,0.08,0.3,0.3,-1.0,0.3,-1.0,-1.0,-1.0,0.0,0:00:13.903271
145_20200702004712.jpg,5,3,0.5119,1.0,0.3366,-1.0,0.5525,0.5,0.2667,0.5333,0.5333,-1.0,0.55,0.5,-1.0,-1.0,0.0,0:00:14.372918
220_20210921201539.jpg,1,1,0.6,1.0,1.0,-1.0,-1.0,0.6,0.6,0.6,0.6,-1.0,-1.0,0.6,-1.0,-1.0,0.0,0:00:14.848657
252_20210912112636.jpg,2,1,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0:00:15.320154
149_20200728221648.jpg,8,7,0.3801,0.9641,0.1436,-1.0,0.4063,-1.0,0.0429,0.4571,0.4571,-1.0,0.4571,-1.0,-1.0,-1.0,0.0,0:00:15.785433
252_20210802033447.jpg,4,4,0.4225,0.6906,0.2574,0.0,0.25,0.6515,0.2,0.45,0.45,0.0,0.5,0.65,-1.0,-1.0,0.0,0:00:16.263132
126_20200809023105.jpg,184,177,0.3254,0.5287,0.3586,-1.0,0.2324,0.6253,0.0045,0.0441,0.3616,-1.0,0.2649,0.6628,-1.0,-1.0,0.0,0:00:17.089931
292_20210925000628.jpg,3,2,0.3838,0.6667,0.2525,-1.0,0.5,0.35,0.0,0.6,0.6,-1.0,0.5,0.7,-1.0,-1.0,0.0,0:00:17.563600
292_20210905021928.jpg,3,3,0.3347,0.5545,0.3366,-1.0,0.15,0.404,0.2667,0.3667,0.3667,-1.0,0.3,0.4,-1.0,-1.0,0.0,0:00:18.039934
178_20200703002934.jpg,14,11,0.6158,0.8505,0.5847,-1.0,0.3683,0.7192,0.0818,0.6455,0.6818,-1.0,0.575,0.7429,-1.0,-1.0,0.0,0:00:18.516392
118_20200825063408.jpg,4,2,0.202,0.505,0.0,-1.0,0.202,-1.0,0.2,0.2,0.2,-1.0,0.2,-1.0,-1.0,-1.0,0.0,0:00:18.985687
243_20210824030039.jpg,4,6,0.3198,0.505,0.1683,-1.0,0.203,0.9,0.15,0.3167,0.3167,-1.0,0.2,0.9,-1.0,-1.0,0.0,0:00:19.462016
281_20210805000306.jpg,4,6,0.2705,0.6634,0.0421,0.0,0.3535,0.3832,0.0667,0.3167,0.3167,0.0,0.35,0.4,-1.0,-1.0,0.0,0:00:19.935325
126_20200908002014.jpg,18,1,0.1,0.3333,0.0,-1.0,-1.0,0.1,0.0,0.3,0.3,-1.0,-1.0,0.3,-1.0,-1.0,0.0,0:00:20.407572
243_20210729012329.jpg,4,2,0.601,1.0,0.505,-1.0,-1.0,0.601,0.35,0.6,0.6,-1.0,-1.0,0.6,-1.0,-1.0,0.0,0:00:20.885249
211_20210727235523.jpg,3,2,0.7185,0.835,0.835,-1.0,-1.0,0.7185,0.45,0.85,0.85,-1.0,-1.0,0.85,-1.0,-1.0,0.0,0:00:21.363222
106_20200731091712.jpg,4,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0:00:21.819857
105_20200807235113.jpg,23,21,0.2222,0.5244,0.1839,-1.0,0.2157,0.2641,0.0381,0.1762,0.2905,-1.0,0.3,0.2667,-1.0,-1.0,0.0,0:00:22.301099
185_20200817002529.jpg,12,15,0.348,0.6517,0.3556,-1.0,0.2484,0.4192,0.06,0.3467,0.38,-1.0,0.3143,0.4375,-1.0,-1.0,0.0,0:00:22.777436
251_20210902032231.jpg,5,4,0.2582,0.6906,0.0644,-1.0,0.0,0.3779,0.1,0.325,0.325,-1.0,0.0,0.4333,-1.0,-1.0,0.0,0:00:23.251965
296_20210812024254.jpg,2,2,0.5,1.0,0.0,-1.0,0.5,0.5,0.25,0.5,0.5,-1.0,0.5,0.5,-1.0,-1.0,0.0,0:00:23.725003
246_20210911233104.jpg,5,1,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0:00:24.195949
209_20210810063258.jpg,1,1,0.3,1.0,0.0,-1.0,-1.0,0.3,0.3,0.3,0.3,-1.0,-1.0,0.3,-1.0,-1.0,0.0,0:00:24.664275
272_20210801014921.jpg,2,2,0.5505,1.0,0.505,-1.0,-1.0,0.5505,0.3,0.55,0.55,-1.0,-1.0,0.55,-1.0,-1.0,0.0,0:00:25.139037
133_20200712001605.jpg,8,4,0.0941,0.4515,0.0,-1.0,0.1005,0.1515,0.0,0.2,0.2,-1.0,0.25,0.15,-1.0,-1.0,0.0,0:00:25.612124
290_20210911092553.jpg,2,2,0.202,0.505,0.0,-1.0,-1.0,0.202,0.2,0.2,0.2,-1.0,-1.0,0.2,-1.0,-1.0,0.0,0:00:26.080588
150_20200616010127.jpg,10,10,0.6523,0.8703,0.8703,-1.0,0.6109,0.7287,0.06,0.71,0.71,-1.0,0.64,0.78,-1.0,-1.0,0.0,0:00:26.552263
265_20211009131133.jpg,2,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0:00:27.012473
214_20210914233335.jpg,9,7,0.3305,0.8053,0.1914,-1.0,0.1507,0.3835,0.0714,0.3571,0.3571,-1.0,0.25,0.4,-1.0,-1.0,0.0,0:00:27.492704
271_20210919222549.jpg,4,2,0.167,0.835,0.0,-1.0,-1.0,0.167,0.1,0.2,0.2,-1.0,-1.0,0.2,-1.0,-1.0,0.0,0:00:27.964971
194_20200603011310.jpg,12,4,0.5597,0.9175,0.7525,-1.0,0.5262,0.701,0.15,0.625,0.625,-1.0,0.55,0.7,-1.0,-1.0,0.0,0:00:28.432583
294_20210806001106.jpg,2,2,0.0505,0.2525,0.0,-1.0,-1.0,0.0505,0.0,0.1,0.1,-1.0,-1.0,0.1,-1.0,-1.0,0.0,0:00:28.905223
213_20210909014038.jpg,4,3,0.2554,0.5545,0.0,-1.0,-1.0,0.299,0.1667,0.3,0.3,-1.0,-1.0,0.3,-1.0,-1.0,0.0,0:00:29.378399
271_20210924201749.jpg,2,1,0.15,0.5,0.0,-1.0,0.3,-1.0,0.0,0.3,0.3,-1.0,0.3,-1.0,-1.0,-1.0,0.0,0:00:29.852720
259_20210727042917.jpg,4,3,0.1683,0.3366,0.0,-1.0,0.2525,0.0,0.1667,0.1667,0.1667,-1.0,0.25,0.0,-1.0,-1.0,0.0,0:00:30.328637
220_20210926072441.jpg,4,2,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0:00:30.804927
141_20200714231702.jpg,13,10,0.1947,0.5248,0.1309,-1.0,0.2636,0.2204,0.07,0.31,0.31,-1.0,0.3,0.32,-1.0,-1.0,0.0,0:00:31.274641
150_20200629232830.jpg,15,11,0.4395,0.67,0.5446,-1.0,0.3964,0.9,0.0818,0.4455,0.4545,-1.0,0.41,0.9,-1.0,-1.0,0.0,0:00:31.744743
243_20210731232116.jpg,2,1,0.4,1.0,0.0,-1.0,-1.0,0.4,0.4,0.4,0.4,-1.0,-1.0,0.4,-1.0,-1.0,0.0,0:00:32.215683
276_20210813055514.jpg,7,3,0.2554,0.8317,0.1683,-1.0,0.1608,0.6,0.0667,0.4,0.4,-1.0,0.3,0.6,-1.0,-1.0,0.0,0:00:32.694201
271_20210911223148.jpg,8,8,0.0982,0.5198,0.0215,-1.0,0.0935,0.1515,0.0,0.1875,0.1875,-1.0,0.2,0.15,-1.0,-1.0,0.0,0:00:33.169448
246_20210825225740.jpg,3,2,0.1515,0.505,0.0,-1.0,-1.0,0.1515,0.15,0.15,0.15,-1.0,-1.0,0.15,-1.0,-1.0,0.0,0:00:33.637072
220_20210916051106.jpg,3,2,0.501,0.835,0.835,-1.0,0.3,0.6,0.3,0.6,0.6,-1.0,0.6,0.6,-1.0,-1.0,0.0,0:00:34.108976
113_20200601230851.jpg,6,9,0.2973,0.6634,0.1139,-1.0,0.2977,0.4,0.0556,0.3222,0.3222,-1.0,0.3125,0.4,-1.0,-1.0,0.0,0:00:34.584844
279_20210918102922.jpg,1,1,0.1,1.0,0.0,-1.0,0.1,-1.0,0.1,0.1,0.1,-1.0,0.1,-1.0,-1.0,-1.0,0.0,0:00:35.050549
225_20210729023812.jpg,2,2,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0:00:35.523789
290_20210828175541.jpg,3,2,0.1252,1.0,0.0,-1.0,0.2,0.1,0.05,0.15,0.15,-1.0,0.2,0.1,-1.0,-1.0,0.0,0:00:35.996224
141_20200704025515.jpg,6,5,0.3584,0.7149,0.4059,-1.0,-1.0,0.3584,0.16,0.38,0.38,-1.0,-1.0,0.38,-1.0,-1.0,0.0,0:00:36.456751
191_20200822020355.jpg,17,16,0.4251,0.5972,0.5515,-1.0,0.1871,0.5481,0.0562,0.45,0.4625,-1.0,0.18,0.5909,-1.0,-1.0,0.0,0:00:36.929533
271_20210917060830.jpg,6,9,0.204,0.2822,0.2277,-1.0,0.1465,0.404,0.0889,0.2222,0.2222,-1.0,0.1714,0.4,-1.0,-1.0,0.0,0:00:37.402158
221_20210902121148.jpg,2,1,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0:00:37.862938
140_20200719020358.jpg,13,10,0.1552,0.6246,0.0,-1.0,0.1762,0.1305,0.02,0.18,0.21,-1.0,0.2333,0.175,-1.0,-1.0,0.0,0:00:38.326695
294_20210804031859.jpg,4,5,0.3406,0.547,0.4059,-1.0,0.3406,-1.0,0.14,0.36,0.36,-1.0,0.36,-1.0,-1.0,-1.0,0.0,0:00:38.797941
290_20210904045343.jpg,19,6,0.4109,0.7018,0.2356,-1.0,0.3025,0.9,0.15,0.4167,0.4667,-1.0,0.38,0.9,-1.0,-1.0,0.0,0:00:39.276053
105_20200718234105.jpg,26,23,0.2608,0.5903,0.1267,0.0,0.2732,0.5,0.0304,0.1913,0.3478,0.0,0.3571,0.5,-1.0,-1.0,0.0,0:00:39.753055
292_20210830120629.jpg,1,1,0.3,1.0,0.0,-1.0,-1.0,0.3,0.3,0.3,0.3,-1.0,-1.0,0.3,-1.0,-1.0,0.0,0:00:40.215908
192_20200719090142.jpg,41,38,0.359,0.7511,0.1413,0.0,0.3583,0.6,0.0184,0.1447,0.4,0.0,0.3943,0.7,-1.0,-1.0,0.0,0:00:40.715590
271_20210923005247.jpg,3,2,0.101,0.1683,0.1683,-1.0,0.6,0.0,0.0,0.3,0.3,-1.0,0.6,0.0,-1.0,-1.0,0.0,0:00:41.187453
175_20200804233958.jpg,7,3,0.0378,0.2653,0.0,-1.0,0.0891,-1.0,0.0,0.1,0.1,-1.0,0.1,-1.0,-1.0,-1.0,0.0,0:00:41.648626
243_20210831003341.jpg,1,1,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0:00:42.124680
292_20210908052706.jpg,7,5,0.1054,0.4455,0.0,-1.0,0.101,0.1168,0.0,0.18,0.18,-1.0,0.2,0.1667,-1.0,-1.0,0.0,0:00:42.599731
274_20210807035539.jpg,6,3,0.1092,0.2653,0.1122,-1.0,0.2596,0.0,0.0,0.3,0.3,-1.0,0.45,0.0,-1.0,-1.0,0.0,0:00:43.070004
288_20210801022820.jpg,5,6,0.345,0.8317,0.3366,-1.0,0.2593,0.8,0.1167,0.3667,0.3667,-1.0,0.28,0.8,-1.0,-1.0,0.0,0:00:43.545716
221_20210912131045.jpg,12,2,0.3171,0.604,0.0505,-1.0,0.2667,0.5,0.25,0.65,0.65,-1.0,0.8,0.5,-1.0,-1.0,0.0,0:00:44.028499
211_20210823122604.jpg,2,2,0.603,1.0,0.505,-1.0,-1.0,0.603,0.45,0.6,0.6,-1.0,-1.0,0.6,-1.0,-1.0,0.0,0:00:44.481961
290_20211005170133.jpg,3,1,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0:00:44.951209
261_20210915170731.jpg,1,1,0.5,1.0,0.0,-1.0,0.5,-1.0,0.5,0.5,0.5,-1.0,0.5,-1.0,-1.0,-1.0,0.0,0:00:45.414671
158_20200624000859.jpg,25,12,0.276,0.4444,0.2129,-1.0,0.08,0.5186,0.0833,0.3083,0.3417,-1.0,0.1167,0.5667,-1.0,-1.0,0.0,0:00:45.883880
126_20200814034644.jpg,28,19,0.294,0.553,0.274,-1.0,0.0885,0.5019,0.0526,0.2526,0.3842,-1.0,0.2111,0.54,-1.0,-1.0,0.0,0:00:46.364992
277_20210731000943.jpg,1,1,0.3,1.0,0.0,-1.0,-1.0,0.3,0.3,0.3,0.3,-1.0,-1.0,0.3,-1.0,-1.0,0.0,0:00:46.838993
273_20210806050844.jpg,7,7,0.1048,0.3918,0.0,-1.0,0.1044,0.2,0.0286,0.1857,0.1857,-1.0,0.1833,0.2,-1.0,-1.0,0.0,0:00:47.309985
179_20200724034826.jpg,15,11,0.0884,0.4376,0.0076,0.0,0.1093,-1.0,0.0091,0.0818,0.1727,0.0,0.2111,-1.0,-1.0,-1.0,0.0,0:00:47.782369
280_20210807223130.jpg,3,3,0.0832,0.6634,0.0,-1.0,-1.0,0.0832,0.0333,0.1,0.1,-1.0,-1.0,0.1,-1.0,-1.0,0.0,0:00:48.250283
120_20200625034445.jpg,27,23,0.3595,0.7682,0.3043,-1.0,0.3071,0.4286,0.0174,0.2522,0.4565,-1.0,0.4154,0.51,-1.0,-1.0,0.0,0:00:48.731859
243_20210802020446.jpg,4,3,0.3906,0.9158,0.3317,-1.0,0.45,0.3515,0.0667,0.6333,0.6333,-1.0,0.9,0.5,-1.0,-1.0,0.0,0:00:49.202710
105_20200817000215.jpg,21,10,0.2851,0.4834,0.3564,-1.0,0.3203,0.202,0.06,0.34,0.35,-1.0,0.4143,0.2,-1.0,-1.0,0.0,0:00:49.676295
286_20210824213031.jpg,1,2,0.2525,0.505,0.0,0.0,0.5,-1.0,0.25,0.25,0.25,0.0,0.5,-1.0,-1.0,-1.0,0.0,0:00:50.143253
118_20200819031806.jpg,20,14,0.3613,0.6241,0.3333,-1.0,0.2481,0.5531,0.0643,0.3429,0.4143,-1.0,0.3,0.5667,-1.0,-1.0,0.0,0:00:50.621267
118_20200825225303.jpg,1,1,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0:00:51.080747
118_20200626144524.jpg,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,None,0:00:51.536294
126_20200708004339.jpg,23,22,0.6324,0.9462,0.6971,0.2427,0.5111,0.7234,0.0409,0.3818,0.6773,0.35,0.54,0.7667,-1.0,-1.0,0.0,0:00:52.012633
185_20200905124139.jpg,5,1,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0:00:52.466584
118_20200613004736.jpg,10,10,0.3176,0.5149,0.3663,-1.0,0.3367,0.3215,0.08,0.37,0.37,-1.0,0.3667,0.375,-1.0,-1.0,0.0,0:00:52.940845
157_20200707033040.jpg,31,30,0.3917,0.8367,0.2732,-1.0,0.3313,0.4065,0.0267,0.2033,0.4667,-1.0,0.4333,0.475,-1.0,-1.0,0.0,0:00:53.430520
196_20200808233933.jpg,190,192,0.3106,0.4934,0.3715,-1.0,0.3084,0.3404,0.0042,0.0365,0.3458,-1.0,0.3391,0.3957,-1.0,-1.0,0.0,0:00:54.306399
192_20200709180854.jpg,5,3,0.3748,0.9158,0.0,-1.0,0.301,0.5,0.1667,0.4,0.4,-1.0,0.35,0.5,-1.0,-1.0,0.0,0:00:54.768019
295_20210815012814.jpg,3,3,0.2,0.6634,0.1683,-1.0,0.2,-1.0,0.0667,0.2667,0.2667,-1.0,0.2667,-1.0,-1.0,-1.0,0.0,0:00:55.238886
220_20210902225939.jpg,8,4,0.4782,0.7525,0.505,-1.0,0.4327,0.6,0.2,0.475,0.475,-1.0,0.4333,0.6,-1.0,-1.0,0.0,0:00:55.712506
296_20210810013829.jpg,1,1,0.7,1.0,1.0,-1.0,0.7,-1.0,0.7,0.7,0.7,-1.0,0.7,-1.0,-1.0,-1.0,0.0,0:00:56.180228
281_20210807040422.jpg,1,1,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0:00:56.649158
211_20210916194721.jpg,2,1,0.1,1.0,0.0,-1.0,-1.0,0.1,0.1,0.1,0.1,-1.0,-1.0,0.1,-1.0,-1.0,0.0,0:00:57.114074
290_20210824071033.jpg,1,2,0.202,0.505,0.0,-1.0,0.0,0.4,0.2,0.2,0.2,-1.0,0.0,0.4,-1.0,-1.0,0.0,0:00:57.580538
266_20210905044726.jpg,6,4,0.0762,0.505,0.0,-1.0,0.1505,0.0,0.025,0.1,0.1,-1.0,0.2,0.0,-1.0,-1.0,0.0,0:00:58.050989
105_20200807234246.jpg,30,21,0.2319,0.5623,0.235,0.0,0.1588,0.4403,0.0286,0.2095,0.3381,0.0,0.2857,0.5167,-1.0,-1.0,0.0,0:00:58.533229
263_20211009150021.jpg,1,1,0.7,1.0,1.0,-1.0,-1.0,0.7,0.7,0.7,0.7,-1.0,-1.0,0.7,-1.0,-1.0,0.0,0:00:58.990805
289_20210830204948.jpg,3,1,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0:00:59.458588
194_20200624125730.jpg,4,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0:00:59.916090
167_20200601005407.jpg,16,16,0.1671,0.49,0.1502,-1.0,0.1753,0.2063,0.0,0.225,0.2688,-1.0,0.2462,0.3667,-1.0,-1.0,0.0,0:01:00.386006
244_20211012001720.jpg,1,2,0.303,0.505,0.505,-1.0,0.0,0.6,0.3,0.3,0.3,-1.0,0.0,0.6,-1.0,-1.0,0.0,0:01:00.854863
220_20210915020842.jpg,5,3,0.302,1.0,0.3366,-1.0,0.302,-1.0,0.2333,0.3,0.3,-1.0,0.3,-1.0,-1.0,-1.0,0.0,0:01:01.326442
153_20200623084757.jpg,18,16,0.2126,0.6159,0.1002,-1.0,0.1443,0.4472,0.05,0.2062,0.3,-1.0,0.1583,0.725,-1.0,-1.0,0.0,0:01:01.796224
198_20200731024651.jpg,56,53,0.5554,0.9037,0.5419,0.0,0.3255,0.6552,0.0132,0.1453,0.634,0.0,0.4467,0.727,-1.0,-1.0,0.0,0:01:02.325748
288_20210731233910.jpg,4,4,0.3782,0.6906,0.3812,-1.0,0.2442,0.7,0.175,0.425,0.425,-1.0,0.3333,0.7,-1.0,-1.0,0.0,0:01:02.798216
263_20210908015618.jpg,2,6,0.1851,0.3366,0.1683,0.0,0.1347,0.7,0.1167,0.1833,0.1833,0.0,0.1333,0.7,-1.0,-1.0,0.0,0:01:03.272995
290_20210907211004.jpg,6,1,0.1,1.0,0.0,-1.0,-1.0,0.1,0.1,0.1,0.1,-1.0,-1.0,0.1,-1.0,-1.0,0.0,0:01:03.741639
274_20210831001030.jpg,1,1,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0:01:04.209969
150_20200724012909.jpg,32,39,0.2659,0.5113,0.2217,-1.0,0.2474,0.6653,0.0231,0.1487,0.3205,-1.0,0.2917,0.6667,-1.0,-1.0,0.0,0:01:04.703164
294_20210813025115.jpg,15,19,0.1545,0.6,0.0535,-1.0,0.1965,0.1,0.0053,0.1579,0.2421,-1.0,0.25,0.1,-1.0,-1.0,0.0,0:01:05.186417
214_20210919012415.jpg,10,2,0.202,0.505,0.0,-1.0,0.4,0.0,0.2,0.2,0.2,-1.0,0.4,0.0,-1.0,-1.0,0.0,0:01:05.666899
270_20210906182459.jpg,3,1,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0:01:06.138596
296_20210815034520.jpg,12,11,0.1164,0.5257,0.0718,-1.0,0.1164,-1.0,0.0,0.1909,0.2364,-1.0,0.2364,-1.0,-1.0,-1.0,0.0,0:01:06.613871
153_20200614010227.jpg,36,24,0.3235,0.7766,0.2788,-1.0,0.3181,0.3223,0.0208,0.1583,0.4542,-1.0,0.5,0.3625,-1.0,-1.0,0.0,0:01:07.102033
268_20210821012425.jpg,3,2,0.2525,0.505,0.0,0.0,-1.0,0.5,0.25,0.25,0.25,0.0,-1.0,0.5,-1.0,-1.0,0.0,0:01:07.568921
271_20210917213713.jpg,14,18,0.1375,0.3292,0.0264,0.0,0.1707,0.0,0.0278,0.1667,0.1778,0.0,0.2133,0.0,-1.0,-1.0,0.0,0:01:08.048325
246_20210913165519.jpg,3,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0:01:08.501271
266_20210907045405.jpg,3,3,0.4158,1.0,0.1683,-1.0,0.4158,-1.0,0.1667,0.4333,0.4333,-1.0,0.4333,-1.0,-1.0,-1.0,0.0,0:01:08.974510
118_20200814091932.jpg,1,1,0.1,1.0,0.0,-1.0,-1.0,0.1,0.1,0.1,0.1,-1.0,-1.0,0.1,-1.0,-1.0,0.0,0:01:09.428361
270_20210825150418.jpg,10,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0:01:09.877241
253_20210725225253.jpg,5,5,0.1498,0.2706,0.104,-1.0,0.2442,0.0,0.0,0.24,0.24,-1.0,0.4,0.0,-1.0,-1.0,0.0,0:01:10.349895
